quote,author,book,tags,likes
"“Karos has said again and again, justice is a conceit. It does not exist in nature. 'Retribution seen in natural catastrophes is manufactured by all too eager and all too pious people, each one convinced the world will end but spare them and them alone. But we all know, the world is inherited by the obnoxious, not the righteous.'
Unless, came the thought in Janath's voice, the two are one and the same.”",Steven Erikson,Reaper's Gale,righteousness,0
"“Life stays stubborn until it has no choice but to give up, and even then it's likely to spit one last time in the eye of whatever's killed it. We're cruel in victory and cruel in defeat, my friends.”",Steven Erikson,Reaper's Gale,"cruelty, life, stubbornness",0
"“And the good know only one truth. But it's a lie, because there's always more than one truth.”",Steven Erikson,Reaper's Gale,truth,0
"“He found himself drifting off, not for the first time, finding that place in his head where every thought rattled like chains, and he could only drag himself in crooked circles, the weight stealing his strength, his willingness to go on.”",Steven Erikson,The Crippled God,,0
"“Brooding's different,' he muttered to the empty chair across from him. 'Could be any subject, for one thing. A subject not at all cynical. Like the meddling of the gods – no, all right, not like that one. Smithing, yes. Horseshoes. Nothing cynical about horseshoes . . . I don't think. Sure. Keeping horses comfortable. So they can gallop into battle and die horribly.' He fell silent. Scowling.”",Steven Erikson,Reaper's Gale,cynicism,0
"“Why are dumb brutes so damned smart, anyway?'
'Why are us smart folk so often stupidly brutal, Quick Ben?' Trull asked.
'Stop trying to confuse me in my state of animal terror, Edur.”",Steven Erikson,Reaper's Gale,"humor, humour, intelligence, stupidity",0
"“Hood continued to stare at the wagon, at its towering, tottering heap of bodies. And then the Lord of the Dead spoke. ‘I often wondered what it looked like, this Hold creaking on its wooden wheels…a pathetic thing, really. Crude, clumsy.’ He faced Draconus, rotted skin curling back from the tusks. ‘Now, turn it around.”  
  ―",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“Some people invite awe whether they like it or not. Such people come to be very. lonely. Lonely in themselves, Sha'ik.”",Steven Erikson,Deadhouse Gates,,0
"“Some people invite awe whether they like it or not. Such people come to be very lonely. Lonely in themselves, Sha'ik”",Steven Erikson,Deadhouse Gates,sha-ik,0
“We are all naught but twists of suffering in a river of pain.”,Steven Erikson,Deadhouse Gates,,0
"“Did you know that we too left civilization behind? The scribblers were closing in on all sides, you see. The clerks with their purple tongues and darting eyes, their shuffling feet and sloped shoulders, their bloodless lists. Oh, measure it all out! Acceptable levels of misery and suffering!’ The cane swung down, thumped hard on the ground. ‘Acceptable? Who the fuck says any level is acceptable? What sort of mind thinks that?’ Karsa grinned. ‘Why, a civilized one.’ ‘Indeed!’ Shadowthrone turned to Cotillion. ‘And you doubted this one!”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“that is the journey of your life, godling, to learn the language of your soul, to learn it to learn it even as you live it.”",Steven Erikson,Toll the Hounds,,0
"“He suddenly drew out the latest weapon in his arsenal, a long-knife. ‘See this? Just like the kind Kalam used. It’s a damned fast weapon, but I can’t see it doing much against armour.’ ‘Where Kalam stuck them there wasn’t no armour. Throat, armpit, crotch – you should give it to Smiles.’ ‘I grabbed it to keep it from her, idiot.”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“A Hood-damned Seguleh. High ranked, too. We’d never have got our shots off – no way. Our heads would have rolled like a pair of oversized snowballs. ‘I looked away, Fid. I looked right down at the ground when she turned my way.’ ‘Me too.’ ‘And that’s why we’re still alive.’ ‘Aye.”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“We’re looking for grey-skinned murderers and they’re hiding in these trees. Behind them, I mean. If they were in them, it’d hurt.”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“The fleet of ships came later, under the command of three madmen – Crust, Urko and Nok – but first to step ashore was none other than Surly and you know who she’d become, don’t you?”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
“and is she sorry? By Apsalar she is not!”,Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“He did not know why he was thinking about his brother now, as he set ablaze every candle within him to make the world bright and to save all his friends. And before long he no longer sensed anyone else, barring the faint smudges they had become. The captain, the Fist, all the soldiers who were his friends, he let his light unfold to embrace them all, to keep them safe from that frightening, dark magic so eager to rush down upon them.”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“One needs to amuse oneself on occasion. Company is so very rare these days.’ ‘So when it arrives,’ Antsy snapped, ‘you treat it like dirt? Do you think maybe there’s a connection atwixt the two, you hoary lich?’ ‘Like dirt? I think not. More like…with amiable contempt.’ ‘You got a few things to learn about people, Jaghut.’ ‘Undoubtedly, Sergeant Antsy. Alas, I find myself disinclined to make any effort in that direction.’ ‘Oh? And what direction do you make your efforts in?’ ‘When I discover one I will let you know, if it proves of any interest – to either me or, of course, you.”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“Bugg’s Construction will be the first major enterprise to collapse.’ ‘And how many will it drag down with it?’ ‘No telling. Three, maybe four.’ ‘I thought you said there was no telling.’ ‘So don’t tell anyone.’ ‘Good idea. Bugg,”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“Should your willpower prove unequal to the task, I am afraid that what remains of your sanity will be torn away. Your mind itself will be shredded by the maelstrom, leaving you a drooling wreck.’ After a moment, he added, ‘Such a state of being may not be desirable. Of course, should you achieve it, you will not care one way or the other, which you may consider a blessing.”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
